,text,user
1970,@realDonaldTrump I hope and pray you are right. I proudly voted for you and ALL Republicans on the ticket today.,PalfreymanEric
1971,@realDonaldTrump Nope you are because you want your name on the cheques,StablesRob
1972,@realDonaldTrump LOL Rand Paul... Libertarian... that's funny.,dasukocho
1973,RT @spauley311: @realDonaldTrump Offering RX cards to seniors is the same as buying votes which is illegal. https://t.co/FNFYAK67MN,LoreyJeanene
1974,"@realDonaldTrump @SenatorCollins And neither are you, dumbfuck.",DGHarris518
1975,@realDonaldTrump @NBCNews Huh? Um I know you know you lost in the ratings department. 😆 @realDonaldTrump  Well you… https://t.co/64uGiTRNpv,Christopher12M
1976,@realDonaldTrump https://t.co/n7f1zN7UaJ,Velvetjones8585
1977,RT @jelle_simons: @realDonaldTrump Because common sense is bipartisan.. https://t.co/DqCwzaqOEt,HappyTh03093382
1978,"RT @Cleavon_MD: @realDonaldTrump ⚠️school bus driver Gail Brusseau, 66, died from COVID. She spent 26 years driving children to school in C…",TruthTellingNow
1979,@realDonaldTrump Please freeze the assets of all these people trying to take down our country. Please. We need just… https://t.co/POCQVIWwtO,diamondad1226
1980,"@realDonaldTrump   ""I'm Donald J Trump and I approve these lies.""",pdx_49
1981,@realDonaldTrump BIDEN HARRIS FOR UNITY☮️  ┏━━┓┏━━┓┏━━┓┏━━┓  ┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃  ┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃ BIDEN HARRIS FOR AM… https://t.co/o5GRuombjD,WillMonox
1982,@realDonaldTrump https://t.co/8pcPKwHoHN,TVDExcel6
1983,RT @ybnrml5: @realDonaldTrump Agolf makes Hitler look good!,ybnrml5
1984,@realDonaldTrump “I am immune to novel coronavirus.！”，，，hahaha~,PuchengZ
1985,"RT @mmpadellan: @realDonaldTrump Biden DESTROYED you in the ratings, Spanky.  And he presented himself as a rational, smart, thoughtful alt…",KhrissyChoate
1986,"@realDonaldTrump Okay now end govt deficit spending. Oh wait, another all time high.",noone_toona
1987,@realDonaldTrump Your life that's what you have to lose if you to this guy's rallies without masks and social dista… https://t.co/UU9b31d48z,pauljoh96017482
1988,"@realDonaldTrump Dam , give me communism or socialism any day instead of this disgusting dumb fascism",r1visionary
1989,@realDonaldTrump https://t.co/CZ4nQt5kFF,EPWEileen
1990,@realDonaldTrump OMG-,nimadedevina1
1991,RT @scientificrealm: @realDonaldTrump https://t.co/JBR8Iq1Ugr,Resistrumplies
1992,@realDonaldTrump You're always speaking and never listening.,callmegoro
1993,@realDonaldTrump Thank goodness most Americans paid more than $750 in income taxes or we couldn’t afford to fly you… https://t.co/JYxtQ8862T,BoomBoom91354
1994,@realDonaldTrump Ha! Good,surfistadesd
1995,@realDonaldTrump Agolf makes Hitler look good!,ybnrml5
1996,"RT @DanielleCandela: @realDonaldTrump @TheBabylonBee Captain Covid the Super Spreader in Chief, is lying again. Covid is raging across the…",jpfashions
1997,RT @scientificrealm: @realDonaldTrump https://t.co/YHY9Xm4j3j,tmpwalls
1998,@realDonaldTrump  secret service agents will drop you off @ the federal hoosgow in Brooklyn... then they will be reassigned to other duty,vincemcdonough4
1999,@realDonaldTrump @senatemajldr @LindseyGrahamSC https://t.co/Gaqjy834dV,Pepsi819
2000,RT @HopeCoble2: @realDonaldTrump Pay check to pay check Americans need stimulus today. Go around Negative @SpeakerPelosi Do Exec. Orders. P…,JuliaYa85033792
2001,@realDonaldTrump @TheBabylonBee AND THEY SAID IN THE ONION THAT HUNTER BIDEN EATS POSSUM FEET.,AndrewDBenge
2002,RT @scientificrealm: @realDonaldTrump https://t.co/hnAGvSBzCB,Resistrumplies
2003,@realDonaldTrump King of Babylon new face of the New World Order and Freemasons. Hell Obama was a Homosexual and we… https://t.co/oXjhSFcsRG,AndrewBotha13
2004,"RT @Cleavon_MD: @realDonaldTrump Renada McGuire, 39yo Home Health Aide, Palm Coast, FL, died of #covid19 7/4. She decided to work with  men…",TruthTellingNow
2005,@realDonaldTrump You care for no one but yourself.  Biden won the ratings last night by a million.  You are already… https://t.co/x76McpJJZP,ellencsw
2006,@realDonaldTrump @SenatorCollins #BigT you should kiss her feat because she supported not removing you from office!,Mamita36
2007,"@realDonaldTrump When he used the term “Super Predator”, are you sure he wasn’t talking about you?",BruceWS1
2008,RT @the_resistor: @realDonaldTrump @SenatorCollins WHY Won’t You HELP California You MONSTER??! https://t.co/YrPyaITkoK,Nettbear28
2009,"@realDonaldTrump Taiwan stands for you, Mr. President. 😆 https://t.co/ci5gsgUinU",letsupupup
2010,"@realDonaldTrump @VP   we are clearly NOT “rounding the corner”. We had 65,000 née cases yesterday. Do you think yo… https://t.co/3S2UbFRKpQ",russelln10
2011,@realDonaldTrump @GStephanopoulos Think about ratings...RATINGS. V.P. Biden got HIGHER RATINGS than you. I understa… https://t.co/w2hnRAylGy,psycosgt1
2012,@realDonaldTrump @JasonMillerinDC  @VP 220k dead Americans. #COVID__19 #COVID19 #BlameTrump #BidenHarris2020,JeanPamelaJean
2013,@realDonaldTrump Hello Cockwomble https://t.co/6tt7vHFDQe,phillipc1261
2014,"@realDonaldTrump @USAmbMex in the name of people from Mexico, we ask you to put in jail asap @FelipeCalderon just l… https://t.co/ldwpOkgh2u",Rickypuent
2015,"RT @Cleavon_MD: @realDonaldTrump Richmond County Sheriff's Office, Georgia Sergeant Charles Norton died after contracting COVID19 as the re…",HappyTh03093382
2016,"@realDonaldTrump Hey, Donny, does Barron go to a private or public school?  Wondering... if",Reneguard7
2017,RT @DanielleCandela: @realDonaldTrump @TheBabylonBee What we learned last night. Joe Biden is as nice as Mister Rogers. Joe Biden has a com…,jpfashions
2018,@realDonaldTrump Didn’t your Mama tell you to stand up straight?,VKayBDub
2019,"@realDonaldTrump Didnt you call Matt gaetz, who has been kissing your ass for 3 yrs, rick gates ?",SNAKEDANK
2020,@realDonaldTrump Where’s the healthcare plan trump promised to have in “two weeks” a month ago? trump got the best… https://t.co/SsCLKTOKsv,SageWithAge
2021,@realDonaldTrump That's right mr. President @realDonaldTrump it's a beautiful pro America pro Trump wave,Robmol311
2022,"RT @Cleavon_MD: @realDonaldTrump NORMAN FLEAGLE JR., 59, of St. Lucie County, Florida, died of COVID-19 on March 26th.   A US Navy veteran,…",TruthTellingNow
2023,"RT @urbantweeter: @realDonaldTrump Republicans we made a BIG mistake in 2016. Trump failed us, lied to us, is killing us. We need to put Am…",trafficsUP66
2024,"RT @Cleavon_MD: @realDonaldTrump ⚠️nearly died, 17   Jy’Merius Glynn, from Atlanta #Georgia, collapsed in his bedroom from #COVID, then spe…",tmpwalls
2025,RT @LPailer: @realDonaldTrump @SpeakerPelosi @GOP @SenSchumer @senatemajldr @SenateGOP @SenateDems @ProbSolveCaucus @HouseDemocrats @TheDem…,vtorrespaz
2026,@realDonaldTrump https://t.co/vzUJnSm78c,TVDExcel6
2027,"@realDonaldTrump You mean, Massive Covid wave",surfistadesd
2028,"@realDonaldTrump  churches, not removing his hat when the National Anthem was played at several minor-league baseba… https://t.co/9bUg3xVjx5",HighRol88689021
2029,@realDonaldTrump @TheBabylonBee Somebody said you are as smart as a fucking Pinecone,Tedestes
2030,@realDonaldTrump Another superspreader event,bcnanjapa
2031,@realDonaldTrump Where is Rick Gates???,SyimonTemplar
2032,RT @RafiKhan636: @realDonaldTrump 18 days to go!  RT if you have already voted for Biden!,JerrelXL
2033,@realDonaldTrump No one cares,Elizabe93641496
2034,@realDonaldTrump The pot calling the kettle black. You’re desperate,bchico
2035,@realDonaldTrump   #HumansAreCoVid19Food #WearAMask https://t.co/NDfNI1DdsK,HaveFreeze
2036,@realDonaldTrump lol you can't read,56khole
2037,@realDonaldTrump I PUT TRUMP IN FOR ECONOMICS.. COVID MEANS KING ITS A JUDGEMENT. FROM GOD FOR LETTING SATANS ISLAM… https://t.co/vzWp6HiOgI,MarkJon40344132
2038,@realDonaldTrump https://t.co/ul9IOFB1hP,RosittaEpps
2039,@realDonaldTrump You Macon them all infected with COVID-19.,FNUChristoff4
2040,RT @MsMagamyass: @realDonaldTrump Spreading Covid throughout the USA. MAGA. 🤦🏻‍♀️ https://t.co/8qAks3QlyS,tmpwalls
2041,RT @PollingPOTUS: @realDonaldTrump Do you support our POTUS? (Please help by retweeting and following before voting!) https://t.co/jkAtzpda…,Leelaw01
2042,@realDonaldTrump Ermeni terörüne ses yok mu ? https://t.co/NsACzYsI4X,galaxytp
2043,@realDonaldTrump #SuperSpreaderTrump,Cocoforpeace
2044,"RT @urbantweeter: @realDonaldTrump Republicans we made a BIG mistake in 2016. Trump failed us, lied to us, is killing us. We need to put Am…",trafficsUP66
2045,RT @moomoocheese1: @realDonaldTrump https://t.co/eWRJfbTem7,moomoocheese1
2046,@realDonaldTrump #brokenbiden,QriousVentures
2047,@realDonaldTrump https://t.co/XftPNVkpwB,lancelary
2048,@realDonaldTrump https://t.co/SAZnx2gQ33,RosittaEpps
2049,@realDonaldTrump #iblameTrump #redwave of death https://t.co/bXmn7DOVA3,LenoreTDouglas
2050,@realDonaldTrump You suck even more... 🦠🖕🦠,HiSpeedWobbles
2051,@realDonaldTrump SUPERSPREADER!!! That will be a lot of new coronavirus cases. You are a real big supporter of the… https://t.co/7T6LqFDGJf,BalkeHermann
2052,RT @havasucowboy9: @realDonaldTrump Why won’t you release DNA that would clear you of rape charges????  That “super predator” shoe seems to…,PeggyAllen11
2053,@realDonaldTrump ok,veo_veoSieroux
2054,"@realDonaldTrump Teflon Don, you're losing yer Mojo!    GI Joe whupped yer hide reeeeeeaaaal good in town hall rati… https://t.co/InSAOQCZfF",KnucklePuck4
2055,RT @realtrumpweathr: @realdonaldtrump Current: Partly cloudy with scattered tweets; 37% chance Donald Trump posted this himself.  Tweet For…,jake51629972
2056,@realDonaldTrump 台灣《蘋果新聞網》指，取得一份近40頁有關Biden家族與中國關係的機密調查報告，台灣商人林俊良過去10年幫Biden兒子Hunter打通中國政商圈和北京的關係，直達高層，並披露，2007年曾在銀… https://t.co/gXVXciUXAc,ChowSiuFung1
2057,@realDonaldTrump Your campaign must really be in trouble if you have to campaign in Georgia 😂😂😂.,ArleneRabenbau1
2058,@realDonaldTrump https://t.co/HJmvaF7Wat,issapowers
2059,"@realDonaldTrump @GStephanopoulos No one is corrupt as you are, DJT. Biden explained his platform and answered ques… https://t.co/3NU0iEiEIh",Maneck9
2060,@realDonaldTrump @POTUS @Varneyco @FoxBusiness El loco esta suelto. Que Dios te perdone loco!!!!,PmMechPeng
2061,@realDonaldTrump All I see when I look at this is you frantically spewing lies and nonsense because you're terrifie… https://t.co/UXMGK9VeF0,AmericanVet304
2062,@realDonaldTrump That’s a huge rubbish dump in Georgia.,SteveTakaba
2063,@realDonaldTrump https://t.co/eWRJfbTem7,moomoocheese1
2064,RT @nsf1977: @realDonaldTrump I hope you have a wonderful weekend too.=3 Pray for world peace...。  Diana Ross - If We Hold On Together http…,nsf1977
2065,@realDonaldTrump do you watch vtubers? #Vtuber #hololive,TacticalNoob2
2066,"RT @Cleavon_MD: @realDonaldTrump ⚠️dead at 34 Alexis Demby, former high school basketball player, originally from New Jersey - passed away…",tmpwalls
2067,@realDonaldTrump @WhiteHouse @PressSec  In case you didn’t know...I thought I’d remind you. https://t.co/T3rQy6tgW3,DeeBossWoman
2068,RT @scientificrealm: @realDonaldTrump https://t.co/hnAGvSBzCB,TellMyOwnTruth
2069,@realDonaldTrump @TheBabylonBee Can you imagine if your significant other or child answered you the way the Preside… https://t.co/uxGWmKDRWI,Dionneblu
2070,"@realDonaldTrump Has anyone realized, that if Trump does NOT win, day after Biden  is sworn in, the democrats will… https://t.co/Yx447FZHPk",sheri_luv1976
2071,@realDonaldTrump https://t.co/071EJKHttZ,snixysnix
2072,RT @ScottPresler: @realDonaldTrump Thank you for ending endless wars that Joe Biden voted for.   You are the Peace President.,Robert_b70
2073,@realDonaldTrump do your job!  And tell people to wear a mask! https://t.co/CEyYwf39Xc,YangGangNYC
2074,@realDonaldTrump You still suck... 🦠🖕🦠,HiSpeedWobbles
2075,@realDonaldTrump  LOSER. https://t.co/8CIXMP95mn,tjinlv
2076,@realDonaldTrump  Well don’t let the door hit you in the ass on the way out! The worst candidate is beating your as… https://t.co/2U3Wu6NCun,MOMBO91859138
2077,"RT @dukebriscoe: @realDonaldTrump Trump attacks Obama at this rally, claiming Obama did a lot of apologizing for US actions.  But Trump has…",AmyMaso88550544
2078,@realDonaldTrump Protect your children at Trump Rallies for his 2020 Erection. He prefers kids under14 https://t.co/fWKgeZA0Gg,Marc05193595
2079,@realDonaldTrump @TheBabylonBee You are quoting satire you ridiculous tool. 😂,MarioAV769
2080,RT @davidmweissman: @realDonaldTrump @TheBabylonBee Imagine if you and the Republicans cared as much about the #Corona virus as you do with…,Jackie50965181
2081,"@realDonaldTrump ahhh, Canada. where I get to be far, FAR away from you https://t.co/itNbokz2Jq",DiaperPhil
2082,@realDonaldTrump I sure hope Barr is going to indict these corrupt people. If not Sidney Powell would. Maybe start… https://t.co/i6g5W1Lt2c,diamondad1226
2083,@realDonaldTrump Why do you lie?  Inquiring minds want to know....,Reneguard7
2084,@realDonaldTrump   The Wharton school would like to have a word... https://t.co/9eb1ckmyd3,Olivia_Emisar
2085,@realDonaldTrump https://t.co/Iyhq1J5scj,Arkguardian
2086,@realDonaldTrump Hello Cockwomble https://t.co/dcaTB45vRn,phillipc1261
2087,@realDonaldTrump Joe Biden was sworn into Antifa by the Reverend Al Sharpton in 1984 and has been an Antifa subvers… https://t.co/7Fazn4dTp8,HighRol88689021
2088,RT @DanielleCandela: @realDonaldTrump 4 years into the Trump Presidency and it is terrifying that Trump is still so ignorant of history and…,tmpwalls
2089,@realDonaldTrump Invest $25 in forex up to 200 point return...i help 13 people today..whos next to get extra money..,southernzbest
2090,"@realDonaldTrump Wonderful event, thank you for coming to Middle GA Mr. President.",JadeMorey
2091,@realDonaldTrump Are we sure its *Biden* with dementia??? 😂😂😂😂,WhippetRun
2092,"@realDonaldTrump Everything touched by Bush, Clinton and Obama turned into shit and we all are now swimming in it. GOOD NIGHT!!!",magnumcarte
2093,@realDonaldTrump https://t.co/7U3YXMKo2l,Ernesto76597819
2094,RT @onlytruthhere: @realDonaldTrump https://t.co/3CWy9yRcoH,AmyMaso88550544
2095,@realDonaldTrump Nancy is crazy. Crazy Nancy,JarrodSpain
2096,@realDonaldTrump I keep having a weird dream that you and @IvankaTrump are trying to make human sausages out of the… https://t.co/P3gfeYH9vR,LarrinagaMarie
2097,RT @williamlegate: @realDonaldTrump Did you see the ratings which were just released from last night’s townhalls? Biden blew your numbers a…,Resistrumplies
2098,"@realDonaldTrump @NBCNews #BigT admit the reviews were by QAnon, Pizza gate, and White Supremacists.",Mamita36
2099,RT @spauley311: @realDonaldTrump Offering RX cards to seniors is the same as buying votes which is illegal.,IBiteFiercely
2100,@realDonaldTrump 🇺🇸 vote @JoeBiden  🇺🇸,LaKessler1
2101,@realDonaldTrump Accomplishments: 217000 dead;9% unemployed;20M jobs lost;less manufacturing jobs;highest debt in U… https://t.co/ECgcLnQcsv,SamHon3
2102,RT @the_resistor: @realDonaldTrump @SenatorCollins WHY Won’t You HELP California You MONSTER??! https://t.co/YrPyaITkoK,4real4ev
2103,"@realDonaldTrump Держись , Дональд ! Мы проголосуем за тебя всей Ростовской областью !",35batarea
2104,@realDonaldTrump No policies. No class.,luvtosing1
2105,@realDonaldTrump Why is it that most of your tweets and retweets are about you being reelected instead of issues li… https://t.co/GawsATiJwj,PauseNPlayOG
2106,@realDonaldTrump @SenatorCollins Anything any Senator does to distance themselves Trump may be their last hope of r… https://t.co/ZGODdw0Rx1,AlexBednar3
2107,@realDonaldTrump Back the Blue! Trump. https://t.co/vVN6o7p6ra,Roundtable54321
2108,@realDonaldTrump @SenatorCollins Go suck a lemon,orangemanmustgo
2109,@realDonaldTrump Hello Cockwomble https://t.co/XSv9qgCUJ0,phillipc1261
2110,@realDonaldTrump https://t.co/GdA0MKZB1w,Magda22066476
2111,RT @scientificrealm: @realDonaldTrump https://t.co/IkyUf1zBv8,TellMyOwnTruth
2112,@realDonaldTrump Was it a Super Spreader or did you get a brain?,grossi_gemma
2113,@realDonaldTrump Oh it’s your stump speech from four years ago. Tired. Enjoy your farewell tour fat man.,NathanJ98314248
2114,RT @FroggyBottomPnd: @realDonaldTrump Your supporters can hardly wait. #TrumpSuperSpreaderEvent https://t.co/tfpNdyoyZf,Resistrumplies
2115,@realDonaldTrump #WashingtonPost #BBC #FRANCE24 #CNN #UN #Bbcworld #StopArmenianTerrorism #stoparmeniabarbarism… https://t.co/Rs0LU5XJJ3,MuseyibovMuxtar
2116,@realDonaldTrump I haven't seen you talking about the ratings on last night's dueling townhall meetings with Biden.… https://t.co/Xhekg36YEJ,jimc98033
2117,@realDonaldTrump so hypocritical https://t.co/G89Uha6sP0,taarestad1
2118,@realDonaldTrump Pre-Existing conditions isn't the only issue.  High deductible health plans for the uninsured/lowe… https://t.co/KfBTOg2NuN,PresidentCommon
2119,"RT @Cleavon_MD: @realDonaldTrump ⚠️school bus driver Gail Brusseau, 66, died from COVID. She spent 26 years driving children to school in C…",wycowpatty
2120,@realDonaldTrump https://t.co/ZixvKZwAj2,Ralfy77857917
2121,@realDonaldTrump Donald trumph more better than biden,djimmy70
2122,@realDonaldTrump Super spreader event. Sick.,MarkRanes
2123,@realDonaldTrump You President have this election hands down!,Katheri88657698
2124,@realDonaldTrump Text FUCK TRUMP to 88022,Stew52906096
2125,@realDonaldTrump .....some day you will know shame. It will creep into every cell of your being for all of the dast… https://t.co/se3uJnz6yX,BeverlyFasig
2126,RT @scientificrealm: @realDonaldTrump https://t.co/6OBvaN2ieB,wpgvirgo
2127,RT @abogadosvenezu1: @realDonaldTrump President @realDonaldTrump  VIVA CUBA🇨🇺y 🇻🇪LIBRE!  Florida is ready   Millions of LATINOS are Trump s…,PartisanFront
2128,"RT @Cleavon_MD: @realDonaldTrump ⚠️dead at 44, Christopher Davis, cardiac catheterization tech, husband, father, Atlanta, GA – died of #COV…",tmpwalls
2129,@realDonaldTrump Try not to infect too many people.  #COVIDIOT,MommaMoggy
2130,@realDonaldTrump Sqwak Sqwak Sqwak!! https://t.co/cUnhPOmO57,CartoonMeatball
2131,@realDonaldTrump Lmao,bchico
2132,"RT @murray_nyc: @realDonaldTrump @TheBabylonBee So embarrassing! @TheBabylonBee is a satirical website:  ""The Babylon Bee is the world’s be…",Jackie50965181
2133,RT @K98nights: @realDonaldTrump https://t.co/Z1utr0QB6Y,Nettbear28
2134,@realDonaldTrump BullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBu… https://t.co/U1C0fxPWPd,MelanieT123
2135,"@realDonaldTrump Don't kid yourself,  you're lies about Biden and Hunter will pale in comparison to the truths of y… https://t.co/AWaQn9L5Ou",kathyfarris11
2136,@realDonaldTrump Resign,HiJe93
2137,"RT @embraceemoiq: @realDonaldTrump Former WH COS John Kelly has told friends, about Trump: “The depths of his dishonesty is just astounding…",AmyMaso88550544
2138,@realDonaldTrump https://t.co/wZl2WqU2j6,Ralfy77857917
2139,@realDonaldTrump Wow. You're town hall ratings were *really* in the tank compared to Biden's. Lucky for you since y… https://t.co/KUdNRwYQeu,cat_angus
2140,"RT @Cleavon_MD: @realDonaldTrump Ansonia C. Kirkland, 41, mother of a 4yo, Cantonment, FL – died of #COVID19 on August 14, 2020. #TrumpKill…",wycowpatty
2141,@realDonaldTrump HOW DO WE NOT HAVE A CURE FOR COVID YET YOU STUPID ORANGE FUCK STOP THROWING MONEY AT THE SPACE FORCE AND MAKE SHIT HAPPEN,xHegzx
2142,@realDonaldTrump @POTUS Thank you!!!,catchodyna
2143,@realDonaldTrump Listen to @MichaelCohen212’s podcast. trump is unfit.,HiSpeedWobbles
2144,@realDonaldTrump @TheBabylonBee https://t.co/CYxECdCYNt,DAE118895
2145,"@realDonaldTrump @POTUS YOU ARE THE LOSER AND ORANGE MAN, YOU ARE LOSING “BIGLY!” 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",StephanieJ2144
2146,@realDonaldTrump Promise?  https://t.co/5EutH0vgOW,LillySchmotsky
2147,@realDonaldTrump https://t.co/UtmeNBqWvB,house_msj
2148,RT @scientificrealm: @realDonaldTrump https://t.co/6OBvaN2ieB,Lkseng3
2149,@realDonaldTrump Schweizer: Hunter Biden Had ‘United Nations of Corruption‘ and Joe Biden Was ‘the Planet‘ It Moved… https://t.co/9Xaxf9Griv,01judith01
2150,@realDonaldTrump You will NEVER be this....#Respected #Obama https://t.co/4DhGnElbRk,Renniegirl85
2151,@realDonaldTrump  is paying supporters less than minimum wage to show up at his political events.,BerndFelsche
2152,RT @nationalparker5: @realDonaldTrump Congratulations Mr. President for keeping your composure AGAIN last night with Savannah Guthrie. I do…,nationalparker5
2153,@realDonaldTrump AGAIN ANOTHER LIE.,CherylYardeny
2154,@realDonaldTrump https://t.co/QvFdTPnHve,DragonflyMama7
2155,RT @RosanneR429: @realDonaldTrump https://t.co/7HKTc8egBs,VickieBluewave
2156,@realDonaldTrump No social distancing  No masks No brain 🙀🙀,chaeunme
2157,@realDonaldTrump There has been Not ONE registered Case of:  • Patient having #Covid19 symptoms  • Positive… https://t.co/QfApVBEuZQ,AN0NT0T
2158,@realDonaldTrump Where will you run to when you lose the election? We are still waiting to know..,BreedWizzy
2159,"RT @Cleavon_MD: @realDonaldTrump A mother in Florida lost her 20-year-old son to COVID-19, and then 11 days later, her 22-year-old daughter…",wycowpatty
2160,"@realDonaldTrump Until we see ur tests, like when u were found to be positive, when u were given a clean bill of he… https://t.co/eyzywV6Aqo",SchorikDale
2161,@realDonaldTrump https://t.co/8E9snfXyHb,TVDExcel6
2162,@realDonaldTrump Your lie every hour of everyday.,JEFFREYMRICHARD
2163,RT @HKrassenstein: @realDonaldTrump @TheBabylonBee The satire President tweets satire news from The Babylon Bee.,Jackie50965181
2164,"@realDonaldTrump next time the media wants you to condemn white supremacy, call them lazy and don’t answer the ques… https://t.co/k1pUizuL4C",vejrm01
2165,"@realDonaldTrump DONNIE TRUMP DID YOU SEE  PETE SOUZA'S VIDEO  ""THE WAY I SEE IT"" SHADE. HE DEFINATELY THREW SHADE… https://t.co/dYudQ9lX7F",wandaessler3
2166,@realDonaldTrump https://t.co/FRqxmEY1l7,pgarciachicago
2167,@realDonaldTrump  We'll all kick in if you leave now. https://t.co/Z857pdiyHv,MNResister
2168,@realDonaldTrump I cant wait to see this barking clown to get his a*s handed to him on election night. He thinks th… https://t.co/1Iw101YzFC,katintheville
2169,@realDonaldTrump @NBCNews https://t.co/SxcIfGLd3l,janejanekitt
2170,@realDonaldTrump #FloridaWillGoTrump  #FloridaHispanicsSupportTrump  #FloridaAllRacesSupportTrump… https://t.co/rVLxJ9AP6y,AlanPattersonMD
2171,@realDonaldTrump https://t.co/jrpcwcD820,AlvondaHoward
2172,@realDonaldTrump Seriously what is wrong with you?  Stop while You are behind.  I’d love to say continue because yo… https://t.co/ykxRLJpfpQ,Michell79941101
2173,@realDonaldTrump https://t.co/B62oImkONh,DemocratWin2020
2174,RT @HKrassenstein: @realDonaldTrump @TheBabylonBee You are so ignorant.  You are literally tweeting out satire news.  You have officially r…,Jackie50965181
2175,@realDonaldTrump https://t.co/mpVsuaIOlM,575Grant
2176,@realDonaldTrump 🤮🤮🤮🤮🤮🤮🤮 President PINOCCHIO stay away from Southern California,KotakeSteven
2177,RT @scientificrealm: @realDonaldTrump https://t.co/PSGXArxhZr,Lkseng3
2178,@realDonaldTrump https://t.co/UguCBFsIbp,AlvondaHoward
2179,@realDonaldTrump Rick Gates @mattgaetz ....just saying (bestie),cleggylegg
2180,@realDonaldTrump Great Job President Trump.  Don’t let Savannah bring you down.  Love the way you held your head up… https://t.co/XPORnLyhNf,CasieWestman
2181,@realDonaldTrump https://t.co/FsKH4aw2pp,lkish
2182,@realDonaldTrump @KillerDoughnut place that bet #RedWave #Election2020,Dannyboy7
2183,@realDonaldTrump I didn't vote you and even my grand parents,DNallawangsa
2184,RT @wisconsinvotes1: @realDonaldTrump Trump is so confused. He thinks he's running against Hillary. https://t.co/GCDFyW8W3A,tmpwalls
2185,"RT @Cleavon_MD: @realDonaldTrump Brandy Hearne, 41, single mother of two who worked in finance in the tax collector office of Okaloosa, FL…",wycowpatty
2186,@realDonaldTrump Another big crowd of haters!!!,KucalaStan
2187,@realDonaldTrump VOTE BIDEN/HARRIS 2020,pauljoh96017482
2188,RT @LockDonUp2021: @realDonaldTrump Are you proud of yourself? Another 20 infected as a direct consequence of one of you superspreader even…,tintin05322293
2189,RT @JoanneWT09: @realDonaldTrump STRAIGHT REPUBLICAN TICKET!! #TRUMP2020 🇺🇸🇺🇸 #VoteRedToSaveAmerica2020 🇺🇸🇺🇸 https://t.co/hynSTjKVhA,EdPatterson17
2190,RT @DebbieSVA: @realDonaldTrump Records show that Ivanka used her position in the WH despite a denied security clearance and a Charity Frau…,tmpwalls
2191,@realDonaldTrump Hello Cockwomble https://t.co/g0Hd9asSuy,phillipc1261
2192,@realDonaldTrump You've got this!,LisaHamel11
2193,"@realDonaldTrump Biden's ABC town hall had about 1 million more TV viewers than Trump's on NBC, MSNBC and CNBC. It'… https://t.co/bu56G0TRqT",Grl1Thiers
2194,@realDonaldTrump @POTUS @SenatorCollins When is anyone going to help people that have lost jobs and struggling i do… https://t.co/jH4GlQro11,kh11311
2195,@realDonaldTrump Who breaks the news to Trump and with less that 17 days till polls close that's a lot of rallies a… https://t.co/hDTJl8lXRq,anuska299
2196,@realDonaldTrump Gary Johnson in 2016 and now Biden in 2020. Independents unite!,ChrisJohn03411
2197,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…,JUSTEIRVING
2198,"@realDonaldTrump You’re a great #2, Donnie.",reaISteveBannon
2199,"@realDonaldTrump @TheBabylonBee 23,093,714 votes have been cast. #VOTE #VoteEarly   #BidenHarris2020  #DumpTrump https://t.co/t7jFmizWxu",Rindie62
2200,RT @murray_nyc: @realDonaldTrump It's also the case that a clear majority of voters think it's INSANE that Trump is doing all of these rall…,JUSTEIRVING
2201,"RT @murray_nyc: @realDonaldTrump Trump's frantic ""rally"" schedule speaks to his absolute desperation. His campaign is crashing around him.…",JUSTEIRVING
2202,"RT @Cleavon_MD: @realDonaldTrump Karen Bradwell, 53, Educator at Elementary school in Fort Braden #Florida died from #COVID. #TrumpKillsFlo…",wycowpatty
2203,RT @snband4: @realDonaldTrump You are losing badly. Macon which has many more votes than all the deplorable faces of the rural areas that c…,AmyMaso88550544
2204,RT @LPailer: @realDonaldTrump @SpeakerPelosi @GOP @SenSchumer @senatemajldr @SenateGOP @SenateDems @ProbSolveCaucus @HouseDemocrats @TheDem…,JuliaYa85033792
2205,@realDonaldTrump Spread your #TrumpVirus I see. Aren’t you dead 💀 yet?,Mezzmerz
2206,@realDonaldTrump https://t.co/6urw69Hc9S,mcdez50
2207,@realDonaldTrump FUCK NO!!!!!,CherylYardeny
2208,@realDonaldTrump Vote for Comrade Biden who is an old friend of the CCP， The period is coming that all Americans le… https://t.co/IFJnEdWZof,yaochenchina88
2209,"RT @dvillella: @realDonaldTrump Totally Negative #TrumpVirus statistics. 220K+ Americans are DEAD and, yes, they were very sick before they…",idakirmse
2210,@realDonaldTrump Another Giant Covid spreader party!,SGR7073
2211,RT @RafiKhan636: @realDonaldTrump 18 days to go!  RT if you have already voted for Biden!,highjinxx
2212,@realDonaldTrump - Bye bish. https://t.co/42IFoyNoHl,hw42sj
2213,RT @scientificrealm: @realDonaldTrump https://t.co/WSc8cLp1pA,jhrn1973
2214,@realDonaldTrump #BidenCrimeSyndicate https://t.co/rUo1pbUsCu,PrasanthKris8
