,text,user
2011,"RT @ricardo55457508: @JoeBiden #prettyrickywhattheycallme You think we gonna have a vaccine soon. Thank, you Mr. 718 Ricardo Ferreiro from…",ricardo55457508
2012,@JoeBiden You mean the better he gets,DodgerMike1
2013,"@JoeBiden Yes, it’s nice to have a candidate who uses social media to do its dirty work https://t.co/3YnrqN72AR",NikitaMelik
2014,@JoeBiden Who wrote that for you?,Marcy2012Marcy
2015,@JoeBiden 911 ... don’t let this career politicians who’s ancient fuck us over than we have been! #VoteRed‼️🇺🇸 https://t.co/ZihFgwHdaP,AndrewKerrTHF
2016,@JoeBiden @KamalaHarris Words matter #BidenHarris,c21560177
2017,@JoeBiden One job created in 47 years and it was for Hunter,VacationRonin
2018,"@JoeBiden Never mind Joe, it's alright !  We all know you really believe that you can cheat people forever, but peo… https://t.co/e3qQ7FZFon",RobertoSAWIDI
2019,"@JoeBiden So since Trump demanded Obamas birth certificate, should we demand to see his positive Covid test? 🤔🤔 he… https://t.co/ldhVGnRjR8",weirdal1444
2020,@JoeBiden Slow joe says what he needs to fit the agenda https://t.co/bV7FVMaveW,houdat
2021,RT @JohnWeninger7: @JoeBiden My vote for history.. https://t.co/l3Db5M3AM8,honestweets4
2022,@JoeBiden https://t.co/QoptkUrYMt,japico
2023,@JoeBiden Soooo true!!! #BidenHarris2020 #BlameTrump,Lourdes_Lopez12
2024,@JoeBiden @JLo @AROD @JoeBiden @realDonaldTrump lol lol really with these supporters ?!  Were you trying to lose more votes 🤦‍♀️,kathy87185399
2025,@JoeBiden Freak out us Joe as the truth is coming forth and will be known by all USA citizens long before Election… https://t.co/Q0jOmxOI5w,ErnieHamilton10
2026,@JoeBiden @JLo @AROD Still pandering I see.,Merica27023758
2027,@JoeBiden https://t.co/AsQYjRXf0j,Anthony14474179
2028,@JoeBiden so many people are excited about you and kamala. please know that you are a good father and most everyone… https://t.co/BbRbo6MOIu,KiaTavares
2029,@JoeBiden Pretty sure Obama said the same thing and I distinctly remember paying in $6000 on federal taxes one year.,Jaecsis_
2030,@JoeBiden you win,ripon88060205
2031,@JoeBiden You oppose universal health care.,QuincyRLehr
2032,"@JoeBiden You messed up your talking points, what you meant to say is:  1. Putting Black Americans into the crimina… https://t.co/RR5Agm6pha",AROtotheN
2033,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,itsallbs2017
2034,@JoeBiden Should have thought about that when cozy with CCP.,ffs122
2035,@JoeBiden https://t.co/JAdM6MMmN1,honestweets4
2036,"RT @Josecuervos1975: @JoeBiden Así amaneció la “Alvaro Uribe Way” en Miami, lo dicho LA DIGNIDAD NUNCA SERÁ DERROTADA!! Bien por Beto Coral…",JairoTweet
2037,"@JoeBiden Mr Biden, you owe a clear answer to the American people. Did you meet Ukrainian executives from Burisma: Yes or No?",KOULLOUNALEBNAN
2038,"@JoeBiden We all know what happened, Trump said no way I'm sending California a dime. Then some campaign staff memb… https://t.co/c0lDQW7zmj",gerry_fister
2039,"RT @RubyRockstar333: @JoeBiden Squandered?  Inherited?  With everything coming to light..Ya know, YOU making millions (or half) from your s…",itchmitchy
2040,@JoeBiden welcome,ripon88060205
2041,@JoeBiden Lol. 🤦‍♀️,MMickey8
2042,@JoeBiden I'll be seeing you soon!,ReaperSOF4USA
2043,@JoeBiden @KamalaHarris @SpeakerPelosi @CNN https://t.co/SHh9m9VVjm,Cinnyster
2044,@JoeBiden https://t.co/Ap84kgiYZs,Kristi_26280921
2045,@JoeBiden https://t.co/igyf6UbEhh,honestweets4
2046,"RT @_HenryBolton: @JoeBiden @GillyandZia @KamalaHarris Mr Biden, Mrs Harris, that video is full of negative comments about President @realD…",mike512ca1
2047,@JoeBiden he will be dead in a year,Allishanks1
2048,"@JoeBiden @KamalaHarris  JOE - IF YOU HAVE ANY HONOR AT ALL,  YOU WILL IMMEDIATELY STEP DOWN #Election2020  YOU HAV… https://t.co/SskgUDqo5v",ViKu1111
2049,@JoeBiden What “healthcare” Joe? Premiums went through the roof and so did Deductibles. You and Barry did NOTHING w… https://t.co/GHy37r1ftx,BostonsIrishSon
2050,@JoeBiden #JoeBidenEmailScandel,keith85879563
2051,"@JoeBiden Mr Biden, you owe a clear answer to the American people. Did you meet Ukrainian executives from Burisma: Yes or No?",KOULLOUNALEBNAN
2052,"@JoeBiden, will you please relay the ""shoot them in the leg"" opinion to your secret service team? I'm sure you woul… https://t.co/ColughJCz0",RickLasater
2053,@JoeBiden NO ONE gives a shit about them. That’s number 121 on the top 122 things wrong right now,jerry_pavlic
2054,@JoeBiden @JoeBiden @realDonaldTrump really the cast? Cmon man this is so dumb,kathy87185399
2055,@JoeBiden I think you just locked down the Venezuelan vote. How many ballots did you send there?,OldTimeyUmp
2056,@JoeBiden Then why have I paid less taxes under a Trump administration than I did for the entire EIGHT years you an… https://t.co/3eyfwWClnJ,HomeSch18923564
2057,@JoeBiden congratulations,ripon88060205
2058,@JoeBiden https://t.co/fMJg4qLC66,GerryRobledo
2059,"@JoeBiden It was your craven colleagues that fought for the idiotic scheme of mass mail in ballots, and now you're… https://t.co/aQbpg57IJ7",PRansom11
2060,RT @maeve5280: @JoeBiden #JoeBidensNeighborhood https://t.co/3HaAYUaVnq,HighHawk1
2061,@JoeBiden No but my 401k will probably tank,monarch818
2062,@JoeBiden Ever mind Joe’s stupidity! All immigration is suspended because of Covid! Has been since March!,BlockowskiJoe
2063,@JoeBiden Trump/Pence 2020!,NoraWil66604401
2064,@JoeBiden How the fuck do you plan to control the country if you can't even control your own SON!!!!???  Asking for… https://t.co/4P1HGaJSF3,InvWow
2065,@JoeBiden @b_b_baconator Done 👍,realinfo122112
2066,@JoeBiden Hey Joe why don’t you move to Venezuela and run for Senate there.,gregchapman23
2067,"@JoeBiden Hey Joe, care to explain your Son's emails? Looking a lot like Hillary, the funny thing is you know all a… https://t.co/CIvGVUYlYc",aandersonjs2015
2068,@JoeBiden Shame on you Joe and Hunter!  Getting rich and selling the USA to China!  Payday someday for you 2!!,BethSmi62932814
2069,@JoeBiden @ewarren #BidenHarris2020 #BidenWonTheDebate,c21560177
2070,"@JoeBiden needs to show up for at least one campaign event, live or virtual, in a sweater cardigan like Mr. Rogers!",Purify_toast17
2071,@JoeBiden Why should we early vote? Can't wait to see how the Hunter Story moves on?,RY20181920
2072,RT @expressions77: @JoeBiden https://t.co/QX5vxfoau7,VVuff
2073,@JoeBiden Obama care wiped out my tax return,lando790
2074,"RT @KenAWarren14: @JoeBiden @effiedog Trump is pathetic in his transactional behavior. He can't even approve--or actually volunteer, like a…",Tom57cond
2075,@JoeBiden https://t.co/k7HLslFTB4,honestweets4
2076,RT @TDie2020: @JoeBiden Any comment on the 10s of millions of C-19 infections and millions of deaths in America today had you been in charg…,Crystal_Prism
2077,"@JoeBiden بودجه ی سیستم obama care,یک تریلیون دلار می باشد. یک سوم کل بودجه ی سیستم بهداشت و درمان امریکا. سیستم ob… https://t.co/Qi9XxHqM5t",ZSoleymani1984
2078,@JoeBiden We need a president who will not bomb other countries,jon_canete
2079,@JoeBiden Pedo Joe,FLOWBOYDUCE
2080,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",janniefunster
2081,@JoeBiden @DJMedina01 Dude...I make 1k a month! Seriously 🤦 u have no clue what it's like to lose all your jobs &amp; stare winter in the face!,EndemicLevels
2082,@JoeBiden Here is the deal. Dumb sleepy Joe,Aaron66700548
2083,@JoeBiden Equality ❤,Hasibfit
2084,"@JoeBiden #prettyrickywhattheycallme You think we gonna have a vaccine soon. Thank, you Mr. 718 Ricardo Ferreiro fr… https://t.co/ku8Xkj7kYa",ricardo55457508
2085,@JoeBiden @HillaryClinton Glad to hear you know you running for President this time Joe!,TonyChitwood2
2086,@JoeBiden I agree with you Joe!  Please vote #Biden2020!,MarkOlson26
2087,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",zeppled_4urlife
2088,@JoeBiden Vote Pro Life!! Vote for responsibility not kill innocents!!! Vote for @realDonaldTrump @POTUS,MageritFiallo
2089,@JoeBiden What happened to Venezuela? Socialism.,yeschristoph
2090,@JoeBiden My fiancée and I both voted Biden-Harris and Dems all the way down the ballot in New Orleans this morning… https://t.co/j9zMrYe9ga,bridget_coila
2091,@JoeBiden 2200 people shot in Chicago this year. Tell us how many of those you speak of have been shot this year?,jerry_pavlic
2092,@JoeBiden We heard that before...  “Read my lips!”,sbrownycjusd
2093,"@JoeBiden No, you tyrant. #VoteRedToSaveAmerica2020",KingGeorge3UK
2094,"@JoeBiden Seal Team 6 audio and video evidence. Clinton, Brennan, abomination, and you. Hunter Biden computer Ukrai… https://t.co/5sgHfeJRBH",asshat3412
2095,@JoeBiden #howaboutyourson,a7590582
2096,@JoeBiden Free healthcare and Open borders.... #Question: can i come to the US for free healthcare when i get sick?,Gazlivingston
2097,@JoeBiden What you and Hunter been doing? Tell the people. You are going to break @tedlieu heart when you go to jail,c_dugat
2098,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",TracyOkie
2099,@JoeBiden All I can say is that with you two being the best that the US can offer - well God will need to save America.,boydedmondson
2100,@JoeBiden We are with you Joe!,scully134
2101,@JoeBiden Why should I have to pay for someone else's healthcare??  Answer that question.,HomeSch18923564
2102,@JoeBiden I believe in you. I look forward to your vision becoming a reality.,JusticeIsOverdu
2103,@joebiden @realDonaldTrump  Hoey Joey...I love your chances LOL https://t.co/RgaMmQvlsE,Truthse50270297
2104,@JoeBiden I do not believe you Pinocchio Joe.,ndebrabant
2105,@JoeBiden They are murdering these transgender people as well.  They don't even know what transgender is. They don'… https://t.co/TGHyuR7KWC,Steeler_Cowgirl
2106,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,Twinsfan811
2107,RT @agavecorn: @JoeBiden #VoteBlueLikeYourLifeDependsOnIt #VoteBlueToEndThisNightmare #VoteBidenHarrisToSaveAmerica https://t.co/rM7swjBLeL,dolphinman47
2108,@JoeBiden Vote for a corrupt politician that traded national interest for family wealth? Am I out of my freaking mi… https://t.co/5N5dGc9ANg,michaelzhou1972
2109,"@JoeBiden blaming Trump. 47 years of going nothing and you point fingers, guess you act the same age as the childre… https://t.co/HJMdFkExgK",honestweets4
2110,"@JoeBiden When you’ll finally retire from politics on January 20, 2021 or later this year post election?… https://t.co/avYg2lj2Wl",PAW1015
2111,@JoeBiden https://t.co/JC4dgr0GPQ,dlh0404
2112,"@JoeBiden Must this be said?  So when you say something without that tag, can we assume you are being vague? https://t.co/y0ZX4uLzk7",Cliff63283803
2113,RT @LTsideVsDKside: @JoeBiden uh oh.   https://t.co/njCN4Ms9Uu,JonBorkholder
2114,@JoeBiden I see Obama is going to campaign for you. That is the kiss of death. Remember he campaigned for Hillary and look how well that did,Jeffrey89720309
2115,@JoeBiden: who pay you? https://t.co/BWfMHnrW37,sherryrazor
2116,"@JoeBiden Have you seen the news!! Don’t be like “that guy” Feel good messages are shallow, insulting, and useless.… https://t.co/B3UYWXJOet",DanielleSaund15
2117,@JoeBiden transphobia is based though,SodesTheeBoss
2118,@JoeBiden He always waffles.  Did his staff tell him to do so?,allmanipulation
2119,@JoeBiden #howaboutyourson,a7590582
2120,@JoeBiden @JoeBiden @realDonaldTrump you are right. WE HAVE THE POWER,kathy87185399
2121,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,eric_goire
2122,@JoeBiden You should be in jail not running for President! Treason,katthrynconti1
2123,@JoeBiden 🙏🙏🙏🙏🙏 #BidenCares,C1970Kim
2124,@JoeBiden Healthcare?,RipptheSystem
2125,RT @DrThomasPaul: @JoeBiden Long-term usage of masks can be very dangerous for some people especially with this virus. Doctors are finding…,DrThomasPaul
2126,RT @TheresaMechele: @JoeBiden #BidenCrimeFamily Hunter Biden DEADBEAT DAD DENIED PATERNITY REFUSES TO PRODUCE TAX RETURNS blows off court h…,SusanGr48163450
2127,"@JoeBiden You in 2010 calling known segregationist and KKK member, Robert Byrd, ""a friend, mentor and guide""   https://t.co/3q0QH4M498",HomeSch18923564
2128,@JoeBiden @OK2LA Joe Biden's plan won't work.   It is still very easy for the rich to avoid tax.,WeAFreedom
2129,"@JoeBiden Thanks for reminding us how the ""job"" is done. Great town hall!",DragonMa217
2130,"RT @TheJudiEvans: @JoeBiden Mr. Vice President, I am so proud to support you and Sen. Harris. I believe our country can begin the long jour…",ramonakz0220
2131,RT @somebodye12: @JoeBiden obamacare was a disaster and that's coming from someone who was excited about it. It needs to be torn apart and…,Theonly_Rome
2132,"@JoeBiden Yes, the big guy https://t.co/mhXG3e8Vik",ChinaWolverine
2133,"@joebiden Hi, Big Guy!  Too big to fail  Too cooked to jail?  Good riddance.  #LANDSLIDE  #TrumpIsChrist",TrumpPants2
2134,@JoeBiden After taxes?,RogerHo83656361
2135,"RT @Styx666Official: @JoeBiden No, blue state lockdowns caused a recession. And now your blue state fans refuse to end them.  Hunter Bidens…",BasedIdeology
2136,@JoeBiden Healthcare should be a right....with guaranteed access.,didracopoulos
2137,"RT @JoJoFromJerz: @JoeBiden Damn right. He doesn’t like California because they don’t vote for him. He’s still technically, their “presiden…",vannacrawford2
2138,"@JoeBiden @itsgabrielleu You are to Harris what you were to Obama, a necessary clown! Be sure to take your ginkgo b… https://t.co/hmlb44ennj",det_bad_boy
2139,@JoeBiden Bold face liar.,delallen_1957
2140,@JoeBiden @KamalaHarris A reaction video? Dude you're 80 years old and Kamala is condeacending by nature. As desper… https://t.co/HwPVXGRXsR,GM_Crypto
2141,@JoeBiden @JoeBiden THANK YOU SIR!,TammieVictory
2142,@JoeBiden 15.1 million  @POTUS 13.1 million  Who won?,SCarballino
2143,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,vannacrawford2
2144,@JoeBiden @KamalaHarris @JLo @AROD VOTE JOE BIDEN,mbc2148
2145,@JoeBiden Our best times can't be ahead unless you get more serious about the climate crisis.,craigaltemose
2146,@JoeBiden Dear Future Mr. President and @KamalaHarris can you please work on including dental coverage within healt… https://t.co/Fr6vccGI3M,DollaBill725
2147,@JoeBiden @CedricRichmond @JoeBiden @CedricRichmond both of you just stop the healthcare game already.,mirsilva31
2148,@JoeBiden #howaboutyourson,a7590582
2149,RT @1Dbass880: @JoeBiden   Source on alleged Hunter Biden email chain verifies message about Chinese investment firm  https://t.co/9wUK7hXm…,there4what
2150,@JoeBiden #vote,Sam_Levine
2151,@JoeBiden مردم امریکا وکارکنان سیستم بهداشت و درمان امریکا به یاددارند که ترامپ برای محافظت از جان مردم و کارکنان س… https://t.co/PXHKIVEx2A,ZSoleymani1984
2152,RT @murray_nyc: @JoeBiden But denying it in the first instance was standard Trump behavior. He is vindictive &amp; nasty. He is driven by venge…,vannacrawford2
2153,@JoeBiden https://t.co/Sudvm3vrhm,SteveMy76221910
2154,@JoeBiden Lol how does this jive. https://t.co/uHgvpEWUEM,cityofangeleno
2155,"@JoeBiden Transgender children? I’m sorry, that’s called child abuse!!",ryneodonnell
2156,"@JoeBiden ""The money was for “introductions alone,” said Mr. Biden, son of Democratic presidential nominee Joseph R… https://t.co/Ypsyf8Kus8",emily_delozier
2157,@JoeBiden https://t.co/MzlVzzCVLu,jtricew11
2158,"@JoeBiden  Another smear campaign, Joe!? What was the first one? There sure is a lot of proof for a smear campaign!… https://t.co/f67Zy9Gjay",1Dbass880
2159,"@JoeBiden Vote early, vote often. The democrat way.",bwayneplummer
2160,RT @SkyviewKevin: @JoeBiden If #MadeInAmerica means something to you?  #Vote #BidenHarris2020 #VoteEarly ..  #HamiltonDay https://t.co/jMDE…,PaulDillon18
2161,@JoeBiden Bob Mendez ... let’s talk about a dirty political person,johnpalmay
2162,"@JoeBiden You in 2010  giving the eulogy at Robert Byrd's funeral.  Your ""friend, mentor and guide"".  Did you menti… https://t.co/UYxRkT7nth",HomeSch18923564
2163,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,Lynda143143
2164,@JoeBiden https://t.co/Sudvm3vrhm,SteveMy76221910
2165,@JoeBiden The United States and the Communist countries are the same. The Democratic Party is powerful and can comp… https://t.co/vWdj5iO5t7,jc72639225
2166,@JoeBiden You didn't do a very good job at either of them,rubberhead31
2167,"RT @DemSortie: @JoeBiden Look man, here's the deal, I have no healthcare and am going broke. Ask your billionaires, huh?",silverbeard57
2168,@JoeBiden https://t.co/HQte0hJeFf,brandopowers
2169,@JoeBiden He has and is expanding healthcare while lowering prescription costs &amp; premiums. Time to get rid of the e… https://t.co/kkxVSspg8r,PJLytle1
2170,@JoeBiden My life and my family’s haven’t ever been better. How will you make it better?,jerry_pavlic
2171,"@JoeBiden That's swell, Joe. You can still lock them up.",FilmLab
2172,@JoeBiden Exactly. Playing games with peoples lives. #VoteTrumpOut2020,DanMartin314
2173,"@JoeBiden Not campaign on ground and sending tweets will lose election for sure! Young voters will not show up, and… https://t.co/IWM9Xv0CyW",findhimfirst
2174,"@JoeBiden STOP DODGING THE QUESTIONS UKRAINE JOE!  HUNTER EMAILS, COURT PACKING, CRIME BILL ATROCITIES......AND ON.… https://t.co/q5a7IGHwTV",Cliff63283803
2175,@JoeBiden @SenKamalaHarris @senatemajldr  This has nothing to do with an election but something needs done bout… https://t.co/n21iOp4a2F,hdude412
2176,@JoeBiden These are Trump’s Heroes!?  The Truth behind the Trump Governing Philosophy!  Get the Fact behind the Fic… https://t.co/b4tGpO6Lvi,BigdogFnh
2177,"@JoeBiden Not campaign on ground and sending tweets will lose election for sure! Young voters will not show up, and… https://t.co/eDCkMqNN0R",findhimfirst
2178,"@JoeBiden Mr. Vice President, I am so proud to support you and Sen. Harris. I believe our country can begin the lon… https://t.co/RbASkrLloj",TheJudiEvans
2179,@JoeBiden This was never written by Joe Biden. He had no idea what any of that means.,cassandra_aton
2180,@JoeBiden #JoeBidensNeighborhood https://t.co/3HaAYUaVnq,maeve5280
2181,@JoeBiden https://t.co/yxNWS03rJW,AndyWHumphreys
2182,@JoeBiden 99% of the country would not double take CA falling into the ocean. #trump2020,jerry_pavlic
2183,RT @McKaylaRoseJ: @JoeBiden And why did Obama say Trump needed a magical wand to bring the jobs back if the economy was booming 🤔,MadMikeTexas
2184,@JoeBiden  Cmon man! They busted you lying again! Cash for influence? AGAIN?    Met with VP and then withheld 1 bil… https://t.co/tIixTpokus,nmheadhunter
2185,RT @MarkDice: @JoeBiden Where's Hunter?,parker_mead
2186,@JoeBiden Hurry Joe!,ACortezzzzz
2187,@JoeBiden @realDonaldTrump @JoeBiden we are ...GO TRUMP,kathy87185399
2188,@JoeBiden what's your plan to over turn CITIZENS UNITED?,delphiniumjones
2189,RT @MarkDice: @JoeBiden Where's Hunter?,MadMikeTexas
2190,"@JoeBiden and @KamalaHarris will restore decency, lift us up, and work tirelessly on behalf of ALL Americans! I am… https://t.co/0BaMgMGqo6",CathyMcInturff
2191,"RT @KOULLOUNALEBNAN: @JoeBiden Mr Biden, you owe a clear answer to the American people. Did you meet Ukrainian executives from Burisma: Yes…",dukemom6
2192,@JoeBiden Joe. Can't wait for you to be President! You got this! Sorry about the mess you'll have to clean up. Glad… https://t.co/mmzB1rPSnJ,LorrainePirate
2193,@JoeBiden   Source on alleged Hunter Biden email chain verifies message about Chinese investment firm… https://t.co/J9DdwjxQIF,1Dbass880
2194,@JoeBiden @KamalaHarris @BarackObama @HillaryClinton https://t.co/qJbuSIbeGX,lupinacci_toni
2195,"@JoeBiden @SandraJNowakow1 I wouldn't call trump a president by no means. An impeached president, ok.",dakotah_diamond
2196,@JoeBiden Brilliant this will happen,ParvinderChoha1
2197,"@JoeBiden No thank you, I think I prefer, free press, free market, free speech and China outside of my garden.",PRansom11
2198,"@JoeBiden Maybe you should punch at it, and punch at it, until it's under control, like you want to do for domestic… https://t.co/iEYabw98tA",Wilderness615
2199,"@JoeBiden Dude, you did the exact opposite of both of these things. Even the chuckle fucks that praise you know thi… https://t.co/8RI2MtGVWA",CaptainRDbeard
2200,@JoeBiden Imagine voting for the demoncraps 🤡😂,KamalaAintBlack
2201,@JoeBiden #howaboutyourson,a7590582
2202,"@JoeBiden We as a nation, need you Joe!",RobGrassmyer
2203,@JoeBiden Why?  You realize that is 27 TIMES minimum wage?  2700%?,Schnubberschnup
2204,@JoeBiden  WHERE IS YOUR OLD CORRUPT ASS! https://t.co/3q1ybhf3MD,JimMorr87833987
2205,@JoeBiden Thrash,UPremiership
2206,@JoeBiden Now you be sure and explain it good to these dummies who maybe can’t read ...and send them their checks f… https://t.co/z8xqH5I6MA,LiberalismHater
2207,@JoeBiden https://t.co/0NsqeM8dcU,bbarney22
2208,@JoeBiden Thank You.,So_Many_Nopes
2209,@JoeBiden How were you posting on here during your town hall? Oh wait lol,jerry_pavlic
2210,@JoeBiden Unbelievable,chrisreed935
2211,"@JoeBiden Sir, please comment. https://t.co/7djPkZXvab",RFprey
2212,RT @cwang02858159: @JoeBiden your tone sound familiar，oh like ccp（Chinese communitist Party）！see this vedio，Biden family are very closed to…,Dykl2020
2213,@JoeBiden @KamalaHarris The American people can only hope Trump wins another term and we don’t have to divulge into… https://t.co/pj43YUoTIN,JonCato5
2214,"@JoeBiden The most important thing the Pres can do, is work for the SamBay Fair Tax proposal Constitutional Amendme… https://t.co/xEhoY0S55V",samishbaywatch1
2215,@JoeBiden Maduro = Socialism 👏 Biden = Socialism 👏,xr_lucas
2216,@JoeBiden https://t.co/SNQWiT6ben,CGodarkley
2217,@JoeBiden 👏🏼👏🏼👏🏼👏🏼👏🏼,LesLeMonAuthor
2218,@JoeBiden 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,Carbent08
2219,@JoeBiden #Iwantmyvoteback,matt010513
2220,@JoeBiden A vote for @joebiden is a vote for Communism #China,reburk29
2221,@JoeBiden https://t.co/W5nLwCpFT7,elishagoulet
2222,@JoeBiden Trump is not taking it away (Lie) Seems that China can make you do what ever they want as not not expose… https://t.co/3OGxbjcOH9,MigVapor
2223,@JoeBiden Hey Biden/dem drones.  Your candidate   #sad.  https://t.co/i1STV92Pdn,Michal53766969
2224,@JoeBiden Thank you!,gfeldman74
2225,@JoeBiden Who doesn’t have access to healthcare?  I’ll wait....,becker1847
2226,"@JoeBiden You giving the eulogy at Robert Byrd's funeral.  You called him a ""friend, mentor and guide"".  He was als… https://t.co/hC0hnaKXnl",HomeSch18923564
2227,"@JoeBiden Joe,  you need people to vote quick cause your China news is hitting the fan.  Let's wait, and see what t… https://t.co/pGvgjQA7OX",flyingandbiking
2228,@JoeBiden https://t.co/SpfxWlSoZq,BarbieLaVon
2229,RT @PolitiKurd: @JoeBiden Are you running for president of the USA or Venezuela?,Frank33381683
2230,@JoeBiden #joker #BidenCrimeFamily #UkraineScandal,BarDown67
2231,@JoeBiden Will Saban coach on Saturday?,SouthernGrin
2232,RT @Tadektt: @JoeBiden First we need to take care of our citizens before we help others,Frank33381683
2233,@JoeBiden  @SenKamalaHarris https://t.co/YpUTHJ0rKB,Gone2Ceed
2234,@JoeBiden https://t.co/JmWTLVNPD6,CGodarkley
2235,@JoeBiden #Trump2020 vote Trump for freedom,reburk29
2236,@JoeBiden Does Joe Bribem know where he is?  Do his nurses tell him?,CornPop76448421
2237,RT @ArthurSchwartz: @JoeBiden Your family took money from the Chinese Communist Party in exchange for meetings with you in the WH. You won’…,JonBorkholder
2238,@JoeBiden https://t.co/7HSdOcsFhR,jd_adler
2239,@JoeBiden This dude is disgusting,UPremiership
2240,@JoeBiden Hey Joe I just wanted to let you know about how fact checking works. 1st you go to Google or the search e… https://t.co/Ld4SCEp3ER,Riddleback
2241,@JoeBiden @KamalaHarris https://t.co/2UcTJeS5YJ,tstepp42
2242,@JoeBiden #Trump2020,reburk29
2243,"@JoeBiden مردم میشیگان و کارکنان سیستم بهداشت و درمان امریکا به یاددارند, که ترامپ در بحران کرونا ,به مشیگان رفت و… https://t.co/meMR1LYk30",ZSoleymani1984
2244,RT @SunnyPahoujaDDS: @JoeBiden Unnatural events are not easy to fix.  We have a long way to go. It’d be nice for this country to come toget…,ProAccountant
2245,"@JoeBiden @nitenurse2 Tonight, I tweeted in defense for both you and Kamala (pronounced correctly). I felt so mad p… https://t.co/6oIhCWkndH",Justtryingtotwe
2246,@JoeBiden suuuuure,troyH1000
2247,"@JoeBiden,  do you know how I know you’re lying?  Your lips are moving!",RaptorDocent
2248,@JoeBiden Would you rather go ahead and just say you’ll force us to pay for someone’s college education or healthca… https://t.co/L7G49TI0zh,Matthew36847344
2249,@JoeBiden Does this look like a winning campaign 👇? @POTUS is going to have the biggest win in American Presidentia… https://t.co/sRWSaae8g3,ISO_XRP
2250,@JoeBiden #howaboutyourson,a7590582
2251,@JoeBiden @GeorgeTakei Is there anything he does that’s not underhanded? #TrumpIsANationalDisgrace,BethBourgeois
2252,"@JoeBiden You and your son should be in prison you corrupt, lying piece of shit!",JeffTaylorWeb
2253,RT @McKaylaRoseJ: @JoeBiden Hell no. You and your family are traitors,LizLong13887995
2254,@JoeBiden You are correct.,BrendaKDavis6
2255,"RT @jacobkschneider: @JoeBiden And a racist, too.  https://t.co/SHQULCnpmK",LizLong13887995
2256,@JoeBiden,Michelle_The_56
2257,"@JoeBiden Don’t worry - we are definitely voting. Ми не забули, що в Україні ви злочинець.",j0hnnywalters
2258,"@JoeBiden Stay healthy, Joe.  We want you in the best of shape for your concession speech.",spjk
2259,@JoeBiden no more sad life no more strikes no more mistreatment of people of black races let's fight our country live be felix,f_layda
2260,RT @BDolackAMG: @JoeBiden #DropOutBiden. #CorruptJoeBiden. #WeDeserveToKnow,jacobbradley67
2261,@JoeBiden Seen any money from Hunter from China,Acubby1
2262,RT @an1_world: @JoeBiden @BernieSanders @SenSanders @MikeBloomberg @business @KamalaHarris @SenKamalaHarris @ewarren @SenWarren @HouseDemoc…,an1_world
2263,@JoeBiden @realDonaldTrump #Vote2020 #vote #Democrats #Republicans https://t.co/Su8YJ2fpRf,honestweets4
2264,@JoeBiden how about your son,a7590582
2265,"@JoeBiden Joe, how about telling us how so many people, of such limited ability, in your family became millionaires.",dap260
2266,@JoeBiden https://t.co/wr14tqYavL,America45481669
2267,@JoeBiden Get government out of healthcare. Let the free market expand access,CorynRobinson
2268,@JoeBiden joe biden moment,VortexWasTaken_
2269,@JoeBiden So why are you applying for the job then..! How’s your son hunter doing lately. Had a good Chinese...?,insainity66
2270,"@JoeBiden can Joe be any more boring, lifeless and frail. No way Joe can run the country.🇺🇸",Janetx01
2271,@JoeBiden @BernieSanders @SenSanders @MikeBloomberg @business @KamalaHarris @SenKamalaHarris @ewarren @SenWarren… https://t.co/ff4d18cgNG,an1_world
2272,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,sugarcookie253
2273,@JoeBiden ...from the same ones that told us we could keep our doctor and our plan if we wanted to.,RaptorDocent
2274,"@JoeBiden Times are especially tough for you，Mr Biden, cuz’ you are in big trouble. And you know it’s not gonna end well.",antony_kingsley
2275,@JoeBiden Your tax plan doesnt pay for all your wish list of increased govt spend,Katyusc4fun
2276,@JoeBiden Or a political party that slams a policy down America's throat that fines people that can't afford mandat… https://t.co/gRfdnSSyII,Rev_Suicide
2277,@JoeBiden Looking forward to positive change. Hoping to show my kiddo that the world is a good place and we can be… https://t.co/szJsDbS0EP,ravenblack_bird
2278,@JoeBiden Trump requires more stroking than a 🐈,strat58cat
2279,@JoeBiden https://t.co/VXfd5m0ONx,America45481669
